ticker,entry_date,exit_date
IRM,2017-06-08,2017-12-25
IRM,2017-12-26,2024-12-31
ISRG,2014-01-01,2024-12-31
IT,2017-04-05,2024-12-31
ITW,2014-01-01,2014-01-28
ITW,2014-01-29,2017-03-27
ITW,2017-03-28,2019-06-25
ITW,2019-06-26,2024-09-11
ITW,2024-09-12,2024-12-31
IVZ,2014-01-01,2024-12-31
J,2019-12-10,2022-08-28
J,2022-08-29,2024-12-31
JBHT,2015-07-01,2024-12-31
JBL,2014-01-01,2014-11-04
JBL,2023-12-18,2024-12-31
JCI,2014-01-01,2014-01-22
JCI,2014-01-23,2016-09-02
JCI,2016-09-06,2020-03-19
JCI,2020-03-20,2021-03-31
JCI,2021-04-01,2022-01-11
JCI,2022-01-12,2024-12-31
JEC,2014-01-01,2019-12-09
JEF,2018-05-24,2019-09-25
JKHY,2018-11-13,2024-12-31
JNJ,2014-01-01,2021-12-20
JNJ,2021-12-21,2024-12-31
JNPR,2014-01-01,2014-01-23
JNPR,2014-01-24,2024-12-31
JOY,2014-01-01,2015-10-07
JPM,2014-01-01,2016-06-22
JPM,2016-06-23,2016-08-03
JPM,2016-08-04,2024-12-31
JWN,2014-01-01,2016-12-21
JWN,2016-12-22,2020-06-19
K,2014-01-01,2022-03-09
K,2022-03-10,2023-10-01
K,2023-10-02,2024-12-31
KDP,2022-06-21,2024-12-31
KEY,2014-01-01,2024-12-31
KEYS,2018-11-06,2021-06-20
KEYS,2021-06-21,2024-12-31
KHC,2015-07-06,2024-12-31
KIM,2014-01-01,2024-12-31
KKR,2024-06-24,2024-12-31
KLAC,2014-01-01,2019-07-15
KLAC,2019-07-16,2024-12-31
KLG,2023-10-02,2023-10-02
KMB,2014-01-01,2014-01-26
KMB,2014-01-27,2017-04-23
KMB,2017-04-24,2021-03-31
KMB,2021-04-01,2024-12-31
KMI,2014-01-01,2015-07-16
KMI,2015-07-17,2015-09-01
KMI,2015-09-02,2020-11-02
KMI,2020-11-03,2024-12-31
KMX,2014-01-01,2024-12-31
KO,2014-01-01,2024-06-30
KO,2024-07-01,2024-12-31
KORS,2014-01-01,2017-12-25
KORS,2017-12-26,2019-01-01
KR,2014-01-01,2024-12-31
KRFT,2014-01-01,2015-07-02
KSS,2014-01-01,2014-01-09
KSS,2014-01-10,2014-02-26
KSS,2014-02-27,2020-09-18
KSU,2014-01-01,2021-12-13
KTB,2019-05-23,2019-05-23
KVUE,2023-08-25,2024-12-31
L,2014-01-01,2024-12-31
LB,2014-01-01,2014-01-06
LB,2014-01-07,2021-08-02
LDOS,2019-08-09,2020-02-17
LDOS,2020-02-18,2021-03-28
LDOS,2021-03-29,2024-03-26
LDOS,2024-03-27,2024-12-31
LEG,2014-01-01,2017-01-10
LEG,2017-01-11,2021-03-30
LEG,2021-03-31,2021-12-17
LEN,2014-01-01,2024-12-31
LH,2014-01-01,2024-05-19
LH,2024-05-20,2024-12-31
LHX,2019-07-01,2024-12-31
LIFE,2014-01-01,2014-01-23
LII,2024-12-23,2024-12-31
LIN,2018-10-31,2023-03-01
LIN,2023-03-02,2023-11-06
LIN,2023-11-07,2024-12-31
LKQ,2016-05-23,2024-12-31
LLL,2014-01-01,2017-01-02
LLL,2017-01-03,2019-06-28
LLTC,2014-01-01,2017-03-10
LLY,2014-01-01,2024-12-31
LM,2014-01-01,2016-12-01
LMT,2014-01-01,2014-01-22
LMT,2014-01-23,2024-12-31
LNC,2014-01-01,2014-01-07
LNC,2014-01-08,2015-06-30
LNC,2015-07-01,2023-09-15
LNT,2016-07-01,2018-12-30
LNT,2018-12-31,2024-12-31
LO,2014-01-01,2015-06-11
LOW,2014-01-01,2024-12-31
LRCX,2014-01-01,2024-10-02
LRCX,2024-10-03,2024-12-31
LSI,2014-01-01,2014-05-06
LUK,2014-01-01,2014-01-09
LUK,2014-01-10,2014-07-10
LUK,2014-07-11,2016-08-03
LUK,2016-08-04,2017-04-19
LUK,2017-04-20,2018-05-23
LULU,2023-10-18,2024-12-31
LUMN,2020-09-18,2021-01-21
LUMN,2021-01-22,2021-04-08
LUMN,2021-04-09,2023-03-17
LUV,2014-01-01,2014-02-06
LUV,2014-02-07,2014-03-18
LUV,2014-03-19,2024-12-31
LVLT,2014-11-05,2017-10-12
LVS,2019-10-03,2020-05-03
LVS,2020-05-04,2021-03-30
LVS,2021-03-31,2024-12-31
LW,2016-11-10,2016-11-10
LW,2018-12-03,2024-12-31
LYB,2014-01-01,2014-01-07
LYB,2014-01-08,2016-12-18
LYB,2016-12-19,2021-03-30
LYB,2021-03-31,2022-07-18
LYB,2022-07-19,2023-09-18
LYB,2023-09-19,2024-12-31
LYV,2019-12-23,2021-03-31
LYV,2021-04-01,2024-12-31
M,2014-01-01,2020-04-03
MA,2014-01-01,2017-01-11
MA,2017-01-12,2021-03-31
MA,2021-04-01,2024-12-31
MAA,2016-12-02,2024-12-31
MAC,2014-01-01,2019-12-20
MAR,2014-01-01,2024-12-31
MAS,2014-01-01,2014-01-07
MAS,2014-01-08,2021-03-31
MAS,2021-04-01,2024-12-31
MAT,2014-01-01,2019-06-06
MBC,2022-12-15,2022-12-16
MCD,2014-01-01,2024-12-31
MCHP,2014-01-01,2024-12-31
MCK,2014-01-01,2017-01-25
MCK,2017-01-26,2021-03-31
MCK,2021-04-01,2024-12-31
MCO,2014-01-01,2017-03-27
MCO,2017-03-28,2017-06-04
MCO,2017-06-05,2024-12-31
MDLZ,2014-01-01,2024-12-31
MDT,2014-01-01,2015-01-26
MDT,2015-01-27,2024-06-30
MDT,2024-07-01,2024-12-31
MET,2014-01-01,2024-12-31
META,2022-06-09,2024-12-31
MGM,2017-07-26,2021-03-30
MGM,2021-03-31,2024-12-31
MHFI,2014-01-01,2015-05-21
MHFI,2015-05-22,2016-04-27
MHK,2014-01-01,2017-04-09
MHK,2017-04-10,2019-11-25
MHK,2019-11-26,2020-04-05
MHK,2020-04-06,2021-03-30
MHK,2021-03-31,2023-08-10
MHK,2023-08-11,2024-12-31
MJN,2014-01-01,2017-06-14
MKC,2014-01-01,2014-01-28
MKC,2014-01-29,2024-12-31
MKTX,2019-07-01,2024-12-31
MLM,2014-07-02,2024-12-31
MMC,2014-01-01,2024-12-31
MMM,2014-01-01,2017-01-23
MMM,2017-01-24,2020-10-22
MMM,2020-10-23,2022-07-04
MMM,2022-07-05,2023-07-30
MMM,2023-07-31,2024-12-31
MNK,2014-08-19,2017-07-25
MNST,2014-01-01,2015-06-14
MNST,2015-06-15,2024-12-31
MO,2014-01-01,2024-12-31
MOH,2022-03-02,2024-12-31
MON,2014-01-01,2018-06-06
MOS,2014-01-01,2024-12-31
MPC,2014-01-01,2024-12-31
MPWR,2021-02-12,2024-12-31
MRK,2014-01-01,2024-12-31
MRNA,2021-07-21,2024-12-31
MRO,2014-01-01,2016-12-21
MRO,2016-12-22,2021-03-31
MRO,2021-04-01,2024-11-21
MS,2014-01-01,2014-01-06
MS,2014-01-07,2014-09-14
MS,2014-09-15,2015-04-19
MS,2015-04-20,2021-08-26
MS,2021-08-27,2024-09-11
MS,2024-09-12,2024-12-31
MSCI,2018-04-04,2021-03-31
MSCI,2021-04-01,2024-12-31
MSFT,2014-01-01,2024-12-31
MSI,2014-01-01,2017-01-11
MSI,2017-01-12,2021-03-31
MSI,2021-04-01,2024-12-31
MTB,2014-01-01,2017-03-05
MTB,2017-03-06,2021-03-31
MTB,2021-04-01,2024-12-31
MTCH,2021-09-20,2024-12-31
MTD,2016-09-06,2024-06-19
MTD,2024-06-20,2024-12-31
MU,2014-01-01,2024-12-31
MUR,2014-01-01,2016-12-21
MUR,2016-12-22,2017-07-25
MWV,2014-01-01,2015-07-01
MXIM,2018-12-03,2021-08-25
MYL,2014-01-01,2015-03-01
MYL,2015-03-02,2020-11-16
NAVI,2014-05-01,2018-06-04
NBL,2014-01-01,2016-12-18
NBL,2016-12-19,2019-12-29
NBL,2019-12-30,2020-10-02
NBR,2014-01-01,2015-03-20
NCLH,2017-10-13,2017-12-18
NCLH,2017-12-19,2021-10-18
NCLH,2021-10-19,2024-12-31
NDAQ,2014-01-01,2015-09-07
NDAQ,2015-09-08,2024-12-31
NDSN,2022-02-15,2024-12-31
NE,2014-01-01,2015-07-17
NEE,2014-01-01,2024-12-31
NEM,2014-01-01,2019-04-17
NEM,2019-04-18,2020-01-08
NEM,2020-01-09,2024-12-31
NFLX,2014-01-01,2024-12-31
NFX,2014-01-01,2016-12-18
NFX,2016-12-19,2019-02-13
NGVT,2016-05-16,2016-05-16
NI,2014-01-01,2017-12-25
NI,2017-12-26,2024-12-31
NKE,2014-01-01,2024-12-31
NKTR,2018-03-19,2019-10-02
NLOK,2019-11-05,2022-11-07
NLSN,2014-01-01,2014-05-06
NLSN,2014-05-07,2015-08-30
NLSN,2015-08-31,2019-06-30
NLSN,2019-07-01,2022-10-11
NOC,2014-01-01,2024-12-31
NOV,2014-01-01,2021-01-03
NOV,2021-01-04,2021-09-17
NOW,2019-11-21,2024-12-31
NRG,2014-01-01,2016-12-18
NRG,2016-12-19,2021-04-04
NRG,2021-04-05,2024-12-31
NSC,2014-01-01,2022-07-19
NSC,2022-07-20,2024-12-31
NTAP,2014-01-01,2024-12-31
NTRS,2014-01-01,2024-12-31
NU,2014-01-01,2015-02-18
NUE,2014-01-01,2021-03-31
NUE,2021-04-01,2024-12-31
NVDA,2014-01-01,2024-12-31
NVR,2019-09-26,2024-12-31
NVT,2018-05-01,2018-05-01
NWL,2014-01-01,2016-04-17
NWL,2016-04-18,2018-12-10
NWL,2018-12-11,2023-09-15
NWS,2015-09-21,2024-12-31
NWSA,2014-01-01,2024-12-31
NXPI,2021-03-22,2024-12-31
O,2015-04-07,2024-12-31
ODFL,2019-12-09,2024-12-31
OGN,2021-06-03,2023-10-17
OI,2014-01-01,2016-12-01
OKE,2014-01-01,2021-03-31
OKE,2021-04-01,2024-12-31
OMC,2014-01-01,2024-12-31
ON,2022-06-21,2024-12-31
ORCL,2014-01-01,2023-06-26
ORCL,2023-06-27,2024-12-31
ORLY,2014-01-01,2024-12-31
OTIS,2020-04-03,2024-12-31
OXY,2014-01-01,2016-12-18
OXY,2016-12-19,2019-03-27
OXY,2019-03-28,2024-12-31
PANW,2023-06-20,2024-12-31
PARA,2022-02-17,2024-12-31
PAYC,2020-01-28,2022-07-20
PAYC,2022-07-21,2024-12-31
PAYX,2014-01-01,2024-12-31
PBCT,2014-01-01,2022-04-01
PBI,2014-01-01,2017-02-28
PCAR,2014-01-01,2024-12-31
PCG,2014-01-01,2015-06-30
PCG,2015-07-01,2016-12-18
PCG,2016-12-19,2017-01-19
PCG,2017-01-20,2019-01-17
PCG,2022-10-03,2024-12-31
PCL,2014-01-01,2014-04-01
PCL,2014-04-02,2016-02-19
PCLN,2014-01-01,2014-04-01
PCLN,2014-04-02,2018-02-26
PCP,2014-01-01,2016-01-29
PDCO,2014-01-01,2018-03-16
PEAK,2019-11-05,2024-03-03
PEG,2014-01-01,2024-12-31
PENN,2021-03-22,2022-08-04
PENN,2022-08-05,2022-09-16
PEP,2014-01-01,2017-12-19
PEP,2017-12-20,2024-12-31
PETM,2014-01-01,2015-03-11
PFE,2014-01-01,2021-04-04
PFE,2021-04-05,2021-10-12
PFE,2021-10-13,2024-12-31
PFG,2014-01-01,2017-12-17
PFG,2017-12-18,2024-12-31
PG,2014-01-01,2021-04-13
PG,2021-04-14,2024-12-31
PGR,2014-01-01,2024-12-31
PH,2014-01-01,2014-01-21
PH,2014-01-22,2017-03-14
PH,2017-03-15,2021-03-31
PH,2021-04-01,2024-12-31
PHIN,2023-07-05,2023-07-05
PHM,2014-01-01,2024-12-31
PKG,2017-07-26,2021-03-30
PKG,2021-03-31,2024-12-31
PKI,2014-01-01,2019-09-18
PKI,2019-09-19,2023-05-15
PLD,2014-01-01,2024-12-31
PLL,2014-01-01,2015-08-28
PLTR,2024-09-23,2024-11-25
PLTR,2024-11-26,2024-12-31
PM,2014-01-01,2024-12-31
PNC,2014-01-01,2024-12-31
PNR,2014-01-01,2014-06-02
PNR,2014-06-03,2015-02-05
PNR,2015-02-06,2017-12-25
PNR,2017-12-26,2024-06-20
PNR,2024-06-21,2024-12-31
PNW,2014-01-01,2024-12-31
PODD,2023-03-15,2024-12-31
POM,2014-01-01,2016-03-23
POOL,2020-10-07,2024-12-31
PPG,2014-01-01,2024-12-31
PPL,2014-01-01,2020-05-03
PPL,2020-05-04,2024-06-24
PPL,2024-06-25,2024-12-31
PRGO,2014-01-01,2021-09-17
PRU,2014-01-01,2021-02-28
PRU,2021-03-01,2023-04-02
PRU,2023-04-03,2024-12-31
PSA,2014-01-01,2019-12-19
PSA,2019-12-20,2020-02-25
PSA,2020-02-26,2024-12-31
PSX,2014-01-01,2014-01-28
PSX,2014-01-29,2016-12-18
PSX,2016-12-19,2020-11-17
PSX,2020-11-18,2023-09-20
PSX,2023-09-21,2024-12-31
PTC,2021-04-20,2024-12-31
PVH,2014-01-01,2022-09-16
PWR,2014-01-01,2024-12-31
PX,2014-01-01,2018-10-30
PXD,2014-01-01,2016-12-18
PXD,2016-12-19,2021-03-31
PXD,2021-04-01,2024-05-02
PYPL,2015-07-20,2024-12-31
Q,2017-08-29,2017-11-14
QCOM,2014-01-01,2024-12-31
QCP,2016-11-01,2016-11-01
QEP,2014-01-01,2015-06-30
QRVO,2015-06-12,2024-12-20
R,2014-01-01,2017-06-16
RAI,2014-01-01,2017-07-24
RCL,2014-12-05,2017-12-25
RCL,2017-12-26,2023-08-10
RCL,2023-08-11,2024-12-31
RDC,2014-01-01,2014-08-18
RE,2017-06-19,2023-07-09
REG,2017-03-02,2018-11-12
REG,2018-11-13,2024-12-31
REGN,2014-01-01,2024-12-31
REZI,2018-10-29,2018-10-29
RF,2014-01-01,2021-03-31
RF,2021-04-01,2024-12-31
RHI,2014-01-01,2023-07-16
RHI,2023-07-17,2024-06-21
RHT,2014-01-01,2016-11-13
RHT,2016-11-14,2019-07-08
RIG,2014-01-01,2017-07-25
RJF,2017-03-20,2021-03-30
RJF,2021-03-31,2024-12-31
RL,2014-01-01,2021-03-30
RL,2021-03-31,2024-12-31
RMD,2017-07-26,2020-03-30
RMD,2020-03-31,2023-07-18
RMD,2023-07-19,2024-12-31
ROK,2014-01-01,2017-01-24
ROK,2017-01-25,2017-04-09
ROK,2017-04-10,2024-12-31
ROL,2018-10-01,2024-12-31
ROP,2014-01-01,2015-04-28
ROP,2015-04-29,2023-07-05
ROP,2023-07-06,2024-12-31
ROST,2014-01-01,2024-12-31
RRC,2014-01-01,2017-02-08
RRC,2017-02-09,2018-06-15
RSG,2014-01-01,2024-12-31
RTN,2014-01-01,2020-04-02
RTX,2020-04-03,2023-07-26
RTX,2023-07-27,2024-12-31
RVTY,2023-05-16,2024-12-31
SBAC,2017-09-01,2024-12-31
SBNY,2021-12-20,2023-03-10
SBUX,2014-01-01,2024-12-31
SCG,2014-01-01,2016-12-18
SCG,2016-12-19,2018-12-31
SCHW,2014-01-01,2016-12-18
SCHW,2016-12-19,2019-10-30
SCHW,2019-10-31,2024-12-31
SE,2014-01-01,2017-02-24
SEDG,2021-12-20,2023-12-15
SEE,2014-01-01,2014-01-07
SEE,2014-01-08,2015-06-16
SEE,2015-06-17,2017-01-11
SEE,2017-01-12,2021-03-31
SEE,2021-04-01,2023-12-15
SHW,2014-01-01,2014-01-30
SHW,2014-01-31,2015-06-30
SHW,2015-07-01,2017-06-11
SHW,2017-06-12,2018-08-26
SHW,2018-08-27,2024-12-31
SIAL,2014-01-01,2015-11-17
SIG,2015-07-29,2018-03-16
SIVB,2018-03-19,2023-03-10
SJM,2014-01-01,2014-01-08
SJM,2014-01-09,2015-03-17
SJM,2015-03-18,2015-07-20
SJM,2015-07-21,2024-06-23
SJM,2024-06-24,2024-12-31
SLB,2014-01-01,2020-04-05
SLB,2020-04-06,2024-12-31
SLG,2015-03-23,2021-01-20
SLG,2021-01-21,2021-03-19
SLM,2014-01-01,2014-04-30
SMCI,2024-03-18,2024-09-30
SMCI,2024-10-01,2024-12-31
SNA,2014-01-01,2016-12-07
SNA,2016-12-08,2021-03-30
SNA,2021-03-31,2024-12-31
SNDK,2014-01-01,2016-05-11
SNI,2014-01-01,2016-03-14
SNI,2016-03-15,2018-03-06
SNPS,2017-03-16,2024-12-31
SO,2014-01-01,2024-12-31
SOLV,2024-04-01,2024-12-31
SPG,2014-01-01,2024-12-31
SPGI,2016-04-28,2016-12-18
SPGI,2016-12-19,2017-03-27
SPGI,2017-03-28,2021-03-31
SPGI,2021-04-01,2024-12-31
SPLS,2014-01-01,2017-09-12
SRCL,2014-01-01,2018-11-30
SRE,2014-01-01,2016-12-21
SRE,2016-12-22,2021-03-31
SRE,2021-04-01,2024-12-31
STE,2019-12-23,2023-09-17
STE,2023-09-18,2024-06-20
STE,2024-06-21,2024-12-31
STI,2014-01-01,2019-12-06
STJ,2014-01-01,2017-01-04
STLD,2022-12-22,2024-12-31
STT,2014-01-01,2024-12-31
STX,2014-01-01,2021-05-18
STX,2021-05-19,2024-12-31
STZ,2014-01-01,2014-01-09
STZ,2014-01-10,2014-04-09
STZ,2014-04-10,2024-12-31
SW,2024-07-08,2024-12-31
SWK,2014-01-01,2014-01-26
SWK,2014-01-27,2017-04-23
SWK,2017-04-24,2019-11-19
SWK,2019-11-20,2020-07-05
SWK,2020-07-06,2020-11-02
SWK,2020-11-03,2024-12-31
SWKS,2015-03-12,2024-12-31
SWN,2014-01-01,2016-12-18
SWN,2016-12-19,2017-01-24
SWN,2017-01-25,2017-04-03
SWY,2014-01-01,2015-01-26
SYF,2015-11-18,2017-03-19
SYF,2017-03-20,2017-06-11
SYF,2017-06-12,2020-04-07
SYF,2020-04-08,2021-06-20
SYF,2021-06-21,2024-12-31
SYK,2014-01-01,2024-12-31
SYMC,2014-01-01,2019-11-04
SYY,2014-01-01,2014-01-07
SYY,2014-01-08,2016-12-21
SYY,2016-12-22,2017-01-24
SYY,2017-01-25,2024-12-31
T,2014-01-01,2014-01-08
T,2014-01-09,2021-12-29
T,2021-12-30,2024-12-31
TAP,2014-01-01,2020-01-01
TAP,2020-01-02,2024-12-31
TDC,2014-01-01,2017-06-16
TDG,2016-06-03,2024-12-31
TDY,2020-06-22,2024-06-23
TDY,2024-06-24,2024-12-31
TE,2014-01-01,2016-06-30
TECH,2021-08-30,2024-12-31
TEG,2014-01-01,2015-06-29
TEL,2014-01-01,2024-09-29
TEL,2024-09-30,2024-12-31
TER,2020-09-21,2024-12-31
TFC,2019-12-09,2020-02-10
TFC,2020-02-11,2024-12-31
TFCF,2019-03-19,2019-03-19
TFCFA,2019-03-19,2019-03-19
TFX,2019-01-18,2024-12-31
TGNA,2015-06-29,2017-03-19
TGNA,2017-03-20,2017-06-01
TGT,2014-01-01,2024-12-31
THC,2014-01-01,2016-04-15
TIF,2014-01-01,2021-01-06
TJX,2014-01-01,2016-01-28
TJX,2016-01-29,2016-12-21
TJX,2016-12-22,2021-03-31
TJX,2021-04-01,2024-12-31
TMK,2014-01-01,2019-08-08
TMO,2014-01-01,2024-12-31
TMUS,2019-07-15,2024-12-31
TPL,2024-11-26,2024-12-31
TPR,2017-10-31,2024-12-31
TRGP,2022-10-12,2024-06-23
TRGP,2024-06-24,2024-12-31
TRIP,2014-01-01,2019-12-20
TRMB,2021-01-21,2024-12-31
TROW,2014-01-01,2024-12-31
TRV,2014-01-01,2024-12-31
TSCO,2014-01-24,2024-12-31
TSLA,2020-12-21,2024-12-31
TSN,2014-01-01,2017-07-10
TSN,2017-07-11,2021-03-31
TSN,2021-04-01,2024-12-31
TSO,2014-01-01,2017-07-31
TSS,2014-01-01,2017-04-12
TSS,2017-04-13,2019-09-17
TT,2020-03-02,2024-06-25
TT,2024-06-26,2024-12-31
TTWO,2018-03-19,2024-12-31
TWC,2014-01-01,2016-05-17
TWTR,2018-06-07,2022-10-27
TWX,2014-01-01,2016-12-18
TWX,2016-12-19,2018-06-14
TXN,2014-01-01,2024-12-31
TXT,2014-01-01,2014-01-08
TXT,2014-01-09,2017-01-29
TXT,2017-01-30,2021-03-31
TXT,2021-04-01,2024-12-31
TYC,2014-01-01,2014-11-16
TYC,2014-11-17,2016-09-05
TYL,2020-06-22,2024-12-31
UA,2014-05-01,2016-08-14
UA,2016-04-08,2016-08-14
UA,2016-08-15,2022-06-17
UA,2016-08-15,2016-12-06
UAA,2016-12-07,2022-06-17
UAL,2015-09-03,2018-09-06
UAL,2018-09-07,2019-06-30
UAL,2019-07-01,2024-12-31
UBER,2023-12-18,2024-06-23
UBER,2024-06-24,2024-12-31
UDR,2016-03-07,2024-12-31
UHS,2014-09-22,2024-12-31
ULTA,2016-04-18,2017-01-29
ULTA,2017-01-30,2024-12-31
UNH,2014-01-01,2024-12-31
UNM,2014-01-01,2021-09-17
UNP,2014-01-01,2024-12-31
UPS,2014-01-01,2014-01-07
UPS,2014-01-08,2022-10-19
UPS,2022-10-20,2024-12-31
URBN,2014-01-01,2017-03-17
URI,2014-09-22,2017-06-26
URI,2017-06-27,2021-03-30
URI,2021-03-31,2024-12-31
USB,2014-01-01,2024-12-31
UTX,2014-01-01,2014-01-21
UTX,2014-01-22,2015-05-20
UTX,2015-05-21,2016-12-07
UTX,2016-12-08,2020-04-02
V,2014-01-01,2017-01-10
V,2017-01-11,2020-11-26
V,2020-11-27,2024-12-31
VAR,2014-01-01,2021-04-14
VFC,2014-01-01,2024-04-02
VIAB,2014-01-01,2019-12-04
VIAC,2019-12-05,2022-02-16
VICI,2022-06-08,2024-12-31
VLO,2014-01-01,2024-12-31
VLTO,2023-10-02,2024-06-23
VLTO,2024-06-24,2024-12-31
VMC,2014-01-01,2017-12-25
VMC,2017-12-26,2021-03-31
VMC,2021-04-01,2024-12-31
VNO,2014-01-01,2023-01-04
VNT,2020-10-09,2021-03-19
VRSK,2015-10-08,2024-12-31
VRSN,2014-01-01,2024-12-31
VRTX,2014-01-01,2024-12-31
VSM,2016-10-03,2016-10-03
VST,2024-05-08,2024-12-31
VTR,2014-01-01,2024-12-31
VTRS,2020-11-17,2024-12-31
VZ,2014-01-01,2014-01-08
VZ,2014-01-09,2021-04-25
VZ,2021-04-26,2021-12-20
VZ,2021-12-21,2022-04-03
VZ,2022-04-04,2024-12-31
WAB,2019-02-27,2024-12-31
WAG,2014-01-01,2014-12-30
WAT,2014-01-01,2024-12-31
WBA,2014-12-31,2024-12-31
WBD,2022-04-11,2024-12-31
WCG,2018-09-17,2020-01-23
WDAY,2024-12-23,2024-12-31
WDC,2014-01-01,2024-12-31
WEC,2014-01-01,2015-06-29
WEC,2015-06-30,2017-12-25
WEC,2017-12-26,2024-12-31
WELL,2018-02-28,2023-05-11
WELL,2023-05-12,2024-12-31
WFC,2014-01-01,2014-01-14
WFC,2014-01-15,2024-12-31
WFM,2014-01-01,2017-08-25
WHR,2014-01-01,2019-11-19
WHR,2019-11-20,2024-03-15
WIN,2014-01-01,2015-04-06
WLP,2014-01-01,2014-12-02
WLTW,2016-01-05,2022-01-09
WM,2014-01-01,2024-12-31
WMB,2014-01-01,2024-12-31
WMT,2014-01-01,2014-01-06
WMT,2014-01-07,2018-01-31
WMT,2018-02-01,2020-11-17
WMT,2020-11-18,2024-12-31
WPX,2014-01-01,2014-03-21
WRB,2019-12-05,2024-12-31
WRK,2015-07-02,2020-02-17
WRK,2020-02-18,2024-06-23
WRK,2024-06-24,2024-07-05
WST,2020-05-22,2024-06-23
WST,2024-06-24,2024-12-31
WTW,2022-01-10,2024-12-31
WU,2014-01-01,2021-12-17
WY,2014-01-01,2014-01-08
WY,2014-01-09,2016-09-14
WY,2016-09-15,2017-01-10
WY,2017-01-11,2021-03-31
WY,2021-04-01,2024-12-31
WYN,2014-01-01,2018-05-30
WYNN,2014-01-01,2024-12-31
X,2014-01-01,2014-07-01
XEC,2014-06-23,2016-12-18
XEC,2016-12-19,2020-03-02
XEL,2014-01-01,2014-01-30
XEL,2014-01-31,2018-01-01
XEL,2018-01-02,2024-12-31
XL,2014-01-01,2016-07-24
XL,2016-07-25,2018-09-11
XLNX,2014-01-01,2022-02-11
XOM,2014-01-01,2016-12-18
XOM,2016-12-19,2019-09-10
XOM,2019-09-11,2024-06-30
XOM,2024-07-01,2024-12-31
XRAY,2014-01-01,2016-02-29
XRAY,2016-03-01,2024-04-02
XRX,2014-01-01,2017-03-29
XRX,2017-03-30,2017-06-14
XRX,2017-06-15,2019-06-27
XRX,2019-06-28,2019-07-31
XRX,2019-08-01,2019-09-16
XRX,2019-09-17,2021-03-19
XYL,2014-01-01,2014-01-08
XYL,2014-01-09,2024-12-31
YHOO,2014-01-01,2017-06-16
YUM,2014-01-01,2024-12-31
YUMC,2016-11-01,2016-11-01
ZBH,2015-06-29,2024-12-31
ZBRA,2019-12-23,2024-12-31
ZION,2014-01-01,2018-09-30
ZION,2018-10-01,2024-03-15
ZMH,2014-01-01,2015-06-28
ZTS,2014-01-01,2024-12-31
