month,anomaly_rate,date,oi_total,cot_net_share_sp500,cot_net_z_sp500,cot_sp500_z_l-2,cot_sp500_z_l-1,cot_sp500_z_l0,cot_sp500_z_l1,cot_sp500_z_l2,surge
2015-02-01,0.8268072289156626,2015-02-24,4460620.0,0.15853222197811068,0.4859423750007805,,,0.4859423750007805,-0.4947896655359985,0.15089700425103875,1
2015-03-01,0.5731523378582202,2015-03-31,4050076.0,0.12338731421336291,-0.4947896655359985,,0.4859423750007805,-0.4947896655359985,0.15089700425103875,-0.29632113989117426,1
2015-04-01,0.46444780635400906,2015-04-28,4229089.0,0.1440045362015318,0.15089700425103875,0.4859423750007805,-0.4947896655359985,0.15089700425103875,-0.29632113989117426,-1.5507130967134284,1
2015-05-01,0.2515151515151515,2015-05-26,4323335.0,0.1281751240651025,-0.29632113989117426,-0.4947896655359985,0.15089700425103875,-0.29632113989117426,-1.5507130967134284,-0.8511342438816705,0
2015-06-01,0.24397590361445784,2015-06-30,4166363.0,0.07987638139067575,-1.5507130967134284,0.15089700425103875,-0.29632113989117426,-1.5507130967134284,-0.8511342438816705,-2.622236116757131,0
2015-07-01,0.26998491704374056,2015-07-28,4186569.0,0.10066596298783084,-0.8511342438816705,-0.29632113989117426,-1.5507130967134284,-0.8511342438816705,-2.622236116757131,-2.523138459800694,0
2015-08-01,0.6858877086494689,2015-08-25,5831692.0,0.016618161590152565,-2.622236116757131,-1.5507130967134284,-0.8511342438816705,-2.622236116757131,-2.523138459800694,-1.1227303912896769,1
2015-09-01,0.37632776934749623,2015-09-29,4833203.0,-0.06435876995027935,-2.523138459800694,-0.8511342438816705,-2.622236116757131,-2.523138459800694,-1.1227303912896769,-0.9079890017786675,1
2015-10-01,0.2950075642965204,2015-10-27,4484936.0,0.01375002898592087,-1.1227303912896769,-2.622236116757131,-2.523138459800694,-1.1227303912896769,-0.9079890017786675,-0.4403340751554244,0
2015-11-01,0.15454545454545454,2015-11-24,4455829.0,0.01853841339063954,-0.9079890017786675,-2.523138459800694,-1.1227303912896769,-0.9079890017786675,-0.4403340751554244,-1.4319530594280125,0
2015-12-01,0.1062215477996965,2015-12-29,3823065.0,0.04483575351190733,-0.4403340751554244,-1.1227303912896769,-0.9079890017786675,-0.4403340751554244,-1.4319530594280125,-1.0227904233779477,0
2016-01-01,0.3759512937595129,2016-01-26,4579599.0,-0.04404708796556205,-1.4319530594280125,-0.9079890017786675,-0.4403340751554244,-1.4319530594280125,-1.0227904233779477,-0.8347562816187332,1
2016-02-01,0.3622526636225266,2016-02-23,4752978.0,-0.027770589302117534,-1.0227904233779477,-0.4403340751554244,-1.4319530594280125,-1.0227904233779477,-0.8347562816187332,0.40230366159318853,1
2016-03-01,0.17933130699088146,2016-03-29,4363040.0,-0.027583748945689244,-0.8347562816187332,-1.4319530594280125,-1.0227904233779477,-0.8347562816187332,0.40230366159318853,0.2356307475402158,0
2016-04-01,0.06838905775075987,2016-04-26,4607873.0,0.04689886201290704,0.40230366159318853,-1.0227904233779477,-0.8347562816187332,0.40230366159318853,0.2356307475402158,-1.238551078065029,0
2016-05-01,0.0779816513761468,2016-05-31,4717927.0,0.023477896118358762,0.2356307475402158,-0.8347562816187332,0.40230366159318853,0.2356307475402158,-1.238551078065029,0.7491570649734584,0
2016-06-01,0.09846153846153846,2016-06-28,4652864.0,-0.054465808585851636,-1.238551078065029,0.40230366159318853,0.2356307475402158,-1.238551078065029,0.7491570649734584,1.78799837120703,0
2016-07-01,0.06511627906976744,2016-07-26,4966223.0,0.025858484405553276,0.7491570649734584,0.2356307475402158,-1.238551078065029,0.7491570649734584,1.78799837120703,0.2942368185648402,0
2016-08-01,0.05572755417956656,2016-08-30,4903734.0,0.061613456194809915,1.78799837120703,-1.238551078065029,0.7491570649734584,1.78799837120703,0.2942368185648402,-0.3932572455293482,0
2016-09-01,0.03715170278637771,2016-09-27,4454283.0,0.012744812128012522,0.2942368185648402,0.7491570649734584,1.78799837120703,0.2942368185648402,-0.3932572455293482,0.221483859658335,0
2016-10-01,0.07596899224806201,2016-10-25,4567261.0,-0.008498310037460089,-0.3932572455293482,1.78799837120703,0.2942368185648402,-0.3932572455293482,0.221483859658335,1.5943519528009622,0
2016-11-01,0.2391304347826087,2016-11-29,4953576.0,0.010415102140352748,0.221483859658335,0.2942368185648402,-0.3932572455293482,0.221483859658335,1.5943519528009622,2.096181898849476,0
2016-12-01,0.09442724458204334,2016-12-27,4418704.0,0.05313571581169501,1.5943519528009622,-0.3932572455293482,0.221483859658335,1.5943519528009622,2.096181898849476,2.1871233857683943,0
2017-01-01,0.035493827160493825,2017-01-31,4438504.0,0.08567301054589564,2.096181898849476,0.221483859658335,1.5943519528009622,2.096181898849476,2.1871233857683943,1.8553916981076892,0
2017-02-01,0.05069124423963134,2017-02-28,4967030.0,0.10517693672073654,2.1871233857683943,1.5943519528009622,2.096181898849476,2.1871233857683943,1.8553916981076892,2.135599482637393,0
2017-03-01,0.039938556067588324,2017-03-28,4436061.0,0.10780307123819984,1.8553916981076892,2.096181898849476,2.1871233857683943,1.8553916981076892,2.135599482637393,1.2234563790247013,0
2017-04-01,0.03538461538461538,2017-04-25,4506981.0,0.1399338049128674,2.135599482637393,2.1871233857683943,1.8553916981076892,2.135599482637393,1.2234563790247013,1.3065822660003745,0
2017-05-01,0.04608294930875576,2017-05-30,4669169.0,0.11215678849919547,1.2234563790247013,1.8553916981076892,2.135599482637393,1.2234563790247013,1.3065822660003745,1.7250299744173379,0
2017-06-01,0.030721966205837174,2017-06-27,4295847.0,0.12484266781382111,1.3065822660003745,2.135599482637393,1.2234563790247013,1.3065822660003745,1.7250299744173379,1.5476810426088166,0
2017-07-01,0.046153846153846156,2017-07-25,4498556.0,0.16239166523657814,1.7250299744173379,1.2234563790247013,1.3065822660003745,1.7250299744173379,1.5476810426088166,1.266458888678773,0
2017-08-01,0.046224961479198766,2017-08-29,4997146.0,0.17152430607390698,1.5476810426088166,1.3065822660003745,1.7250299744173379,1.5476810426088166,1.266458888678773,0.982359713557479,0
2017-09-01,0.04643962848297214,2017-09-26,4617270.0,0.16763823644707804,1.266458888678773,1.7250299744173379,1.5476810426088166,1.266458888678773,0.982359713557479,0.48876718604008784,0
2017-10-01,0.05727554179566564,2017-10-31,5044021.0,0.15882646008016224,0.982359713557479,1.5476810426088166,1.266458888678773,0.982359713557479,0.48876718604008784,0.9024683452935439,0
2017-11-01,0.0913312693498452,2017-11-28,5465174.0,0.1402489655407129,0.48876718604008784,1.266458888678773,0.982359713557479,0.48876718604008784,0.9024683452935439,1.7796398946512106,0
2017-12-01,0.09119010819165378,2017-12-26,4839865.0,0.15707834825971387,0.9024683452935439,0.982359713557479,0.48876718604008784,0.9024683452935439,1.7796398946512106,0.735495417665922,0
2018-01-01,0.08682170542635659,2018-01-30,5737573.0,0.18964848028948825,1.7796398946512106,0.48876718604008784,0.9024683452935439,1.7796398946512106,0.735495417665922,-0.11294321156637835,0
2018-02-01,0.2009273570324575,2018-02-27,5424408.0,0.1619986918388145,0.735495417665922,0.9024683452935439,1.7796398946512106,0.735495417665922,-0.11294321156637835,-0.03737242030701561,0
2018-03-01,0.06811145510835913,2018-03-27,4930499.0,0.14464580562738172,-0.11294321156637835,1.7796398946512106,0.735495417665922,-0.11294321156637835,-0.03737242030701561,-3.1568811816216455,0
2018-04-01,0.05287713841368585,2018-04-24,4823873.0,0.1470202470089905,-0.03737242030701561,0.735495417665922,-0.11294321156637835,-0.03737242030701561,-3.1568811816216455,-1.4007086833850408,0
2018-05-01,0.08074534161490683,2018-05-29,5063652.0,0.07136647621124043,-3.1568811816216455,-0.11294321156637835,-0.03737242030701561,-3.1568811816216455,-1.4007086833850408,-1.3380833032637756,0
2018-06-01,0.056074766355140186,2018-06-26,4312333.0,0.10991266212511881,-1.4007086833850408,-0.03737242030701561,-3.1568811816216455,-1.4007086833850408,-1.3380833032637756,-1.2308536093334972,0
2018-07-01,0.048286604361370715,2018-07-31,4491364.0,0.10275119095223634,-1.3380833032637756,-3.1568811816216455,-1.4007086833850408,-1.3380833032637756,-1.2308536093334972,0.47500231499451767,0
2018-08-01,0.06230529595015576,2018-08-28,4988333.0,0.0975432073199604,-1.2308536093334972,-1.4007086833850408,-1.3380833032637756,-1.2308536093334972,0.47500231499451767,-1.8816965160251133,0
2018-09-01,0.01875,2018-09-25,4635563.0,0.14638847535887226,0.47500231499451767,-1.3380833032637756,-1.2308536093334972,0.47500231499451767,-1.8816965160251133,-0.9772668818754856,0
2018-10-01,0.3223787167449139,2018-10-30,5722362.0,0.06700607196818377,-1.8816965160251133,-1.2308536093334972,0.47500231499451767,-1.8816965160251133,-0.9772668818754856,1.4596856622606433,1
2018-11-01,0.14756671899529042,2018-11-27,5254714.0,0.08786548611399213,-0.9772668818754856,0.47500231499451767,-1.8816965160251133,-0.9772668818754856,1.4596856622606433,0.9740373374273545,0
2018-12-01,0.334384858044164,2018-12-31,4604360.0,0.1692847648750315,1.4596856622606433,-1.8816965160251133,-0.9772668818754856,1.4596856622606433,0.9740373374273545,0.283012139066278,1
2019-01-01,0.19747235387045814,2019-01-29,4595577.0,0.14683923259255585,0.9740373374273545,-0.9772668818754856,1.4596856622606433,0.9740373374273545,0.283012139066278,2.343453428319518,0
2019-02-01,0.0914826498422713,2019-02-26,4579189.0,0.12133130997650457,0.283012139066278,1.4596856622606433,0.9740373374273545,0.283012139066278,2.343453428319518,2.1741416616100984,0
2019-03-01,0.04409448818897638,2019-03-26,4146902.0,0.1845982856599939,2.343453428319518,0.9740373374273545,0.283012139066278,2.343453428319518,2.1741416616100984,0.648463014058716,0
2019-04-01,0.06339144215530904,2019-04-30,4400810.0,0.1968024068296518,2.1741416616100984,0.283012139066278,2.343453428319518,2.1741416616100984,0.648463014058716,1.684502480713439,0
2019-05-01,0.06973058637083994,2019-05-28,4782288.0,0.14646294827915007,0.648463014058716,2.343453428319518,2.1741416616100984,0.648463014058716,1.684502480713439,1.3463694493240477,0
2019-06-01,0.05055292259083728,2019-06-25,4245392.0,0.19030892789169998,1.684502480713439,2.1741416616100984,0.648463014058716,1.684502480713439,1.3463694493240477,-0.5066882781296255,0
2019-07-01,0.0379746835443038,2019-07-30,4396490.0,0.18956849668712997,1.3463694493240477,0.648463014058716,1.684502480713439,1.3463694493240477,-0.5066882781296255,0.9314428876428299,0
2019-08-01,0.08832807570977919,2019-08-27,4695563.0,0.11817603128740899,-0.5066882781296255,1.684502480713439,1.3463694493240477,-0.5066882781296255,0.9314428876428299,0.7271077303037726,0
2019-09-01,0.06782334384858044,2019-09-24,4287141.0,0.17510690691068942,0.9314428876428299,1.3463694493240477,-0.5066882781296255,0.9314428876428299,0.7271077303037726,-0.035051798991580306,0
2019-10-01,0.0473186119873817,2019-10-29,4388528.0,0.1709176744457367,0.7271077303037726,-0.5066882781296255,0.9314428876428299,0.7271077303037726,-0.035051798991580306,2.728808219469774,0
2019-11-01,0.06782334384858044,2019-11-26,5023752.0,0.15052116426129317,-0.035051798991580306,0.9314428876428299,0.7271077303037726,-0.035051798991580306,2.728808219469774,1.8269983054539318,0
2019-12-01,0.02365930599369085,2019-12-31,4282340.0,0.23906275540942568,2.728808219469774,0.7271077303037726,-0.035051798991580306,2.728808219469774,1.8269983054539318,0.43286538676799624,0
2020-01-01,0.046031746031746035,2020-01-28,4550083.0,0.23037931395976732,1.8269983054539318,-0.035051798991580306,2.728808219469774,1.8269983054539318,0.43286538676799624,-2.0451044699669563,0
2020-02-01,0.3375796178343949,2020-02-25,5134661.0,0.18994691178249157,0.43286538676799624,2.728808219469774,1.8269983054539318,0.43286538676799624,-2.0451044699669563,-1.8649020707848838,1
2020-03-01,0.9028662420382165,2020-03-31,6198470.0,0.07084361140733117,-2.0451044699669563,1.8269983054539318,0.43286538676799624,-2.0451044699669563,-1.8649020707848838,-1.7838452259297843,1
2020-04-01,0.6899841017488076,2020-04-28,5707962.0,0.05690927865322159,-1.8649020707848838,0.43286538676799624,-2.0451044699669563,-1.8649020707848838,-1.7838452259297843,-1.2138431282845032,1
2020-05-01,0.10543130990415335,2020-05-26,5367426.0,0.03741011054460742,-1.7838452259297843,-2.0451044699669563,-1.8649020707848838,-1.7838452259297843,-1.2138431282845032,-0.3606081034148882,0
2020-06-01,0.1936,2020-06-30,4167909.0,0.05259327878799657,-1.2138431282845032,-1.8649020707848838,-1.7838452259297843,-1.2138431282845032,-0.3606081034148882,-0.13647219082201215,0
2020-07-01,0.0272,2020-07-28,4356416.0,0.10270942903524365,-0.3606081034148882,-1.7838452259297843,-1.2138431282845032,-0.3606081034148882,-0.13647219082201215,0.4242590373283172,0
2020-08-01,0.028938906752411574,2020-08-25,4686794.0,0.11636248574185254,-0.13647219082201215,-1.2138431282845032,-0.3606081034148882,-0.13647219082201215,0.4242590373283172,0.3867754906693739,0
2020-09-01,0.008025682182985553,2020-09-29,3956274.0,0.15554231077018427,0.4242590373283172,-0.3606081034148882,-0.13647219082201215,0.4242590373283172,0.3867754906693739,0.9780302812734554,0
2020-10-01,0.008038585209003215,2020-10-27,4105872.0,0.1518912425910988,0.3867754906693739,-0.13647219082201215,0.4242590373283172,0.3867754906693739,0.9780302812734554,1.3550352563219268,0
2020-11-01,0.0840064620355412,2020-11-24,4337325.0,0.19447654948614643,0.9780302812734554,0.4242590373283172,0.3867754906693739,0.9780302812734554,1.3550352563219268,1.3022233555182878,0
2020-12-01,0.03231017770597738,2020-12-29,3762749.0,0.22287667872611222,1.3550352563219268,0.3867754906693739,0.9780302812734554,1.3550352563219268,1.3022233555182878,1.2104464388756446,0
2021-01-01,0.025806451612903226,2021-01-26,4001470.0,0.21642121520341276,1.3022233555182878,0.9780302812734554,1.3550352563219268,1.3022233555182878,1.2104464388756446,1.137097752807212,0
2021-02-01,0.032362459546925564,2021-02-23,4246917.0,0.20427665527722816,1.2104464388756446,1.3550352563219268,1.3022233555182878,1.2104464388756446,1.137097752807212,0.889455954672654,0
2021-03-01,0.025806451612903226,2021-03-30,3864188.0,0.20991007683891155,1.137097752807212,1.3022233555182878,1.2104464388756446,1.137097752807212,0.889455954672654,1.1263076414743163,0
2021-04-01,0.00966183574879227,2021-04-27,4158271.0,0.20259429940953824,0.889455954672654,1.2104464388756446,1.137097752807212,0.889455954672654,1.1263076414743163,1.9138175239690414,0
2021-05-01,0.011272141706924315,2021-05-25,4253948.0,0.22560360399327872,1.1263076414743163,1.137097752807212,0.889455954672654,1.1263076414743163,1.9138175239690414,1.0349383804417458,0
2021-06-01,0.0064516129032258064,2021-06-29,3907125.0,0.2752901430079662,1.9138175239690414,0.889455954672654,1.1263076414743163,1.9138175239690414,1.0349383804417458,0.26606612245863687,0
2021-07-01,0.0016129032258064516,2021-07-27,4192129.0,0.23894684538572167,1.0349383804417458,1.1263076414743163,1.9138175239690414,1.0349383804417458,0.26606612245863687,1.6497844000137927,0
2021-08-01,0.0016129032258064516,2021-08-31,4554193.0,0.2133282449821516,0.26606612245863687,1.9138175239690414,1.0349383804417458,0.26606612245863687,1.6497844000137927,1.064026419770883,0
2021-09-01,0.0016155088852988692,2021-09-28,4030595.0,0.2656515973448089,1.6497844000137927,1.0349383804417458,0.26606612245863687,1.6497844000137927,1.064026419770883,-0.49060608683353224,0
2021-10-01,0.0,2021-10-26,4001966.0,0.2508954348937497,1.064026419770883,0.26606612245863687,1.6497844000137927,1.064026419770883,-0.49060608683353224,0.615718545875609,0
2021-11-01,0.016181229773462782,2021-11-30,4452402.0,0.2093544113941194,-0.49060608683353224,1.6497844000137927,1.064026419770883,-0.49060608683353224,0.615718545875609,0.268026186184172,0
2021-12-01,0.0048543689320388345,2021-12-28,3735966.0,0.2403437290382193,0.615718545875609,1.064026419770883,-0.49060608683353224,0.615718545875609,0.268026186184172,-1.9121605377078257,0
2022-01-01,0.05177993527508091,2022-01-25,4425071.0,0.23172735533508954,0.268026186184172,-0.49060608683353224,0.615718545875609,0.268026186184172,-1.9121605377078257,-2.4067070122233054,0
2022-02-01,0.030744336569579287,2022-02-22,4302222.0,0.16757038572161084,-1.9121605377078257,0.615718545875609,0.268026186184172,-1.9121605377078257,-2.4067070122233054,-2.109566328717079,0
2022-03-01,0.04878048780487805,2022-03-29,4005863.0,0.12136111494576823,-2.4067070122233054,0.268026186184172,-1.9121605377078257,-2.4067070122233054,-2.109566328717079,-2.310588596006041,0
2022-04-01,0.026058631921824105,2022-04-26,4410782.0,0.11422373628984611,-2.109566328717079,-1.9121605377078257,-2.4067070122233054,-2.109566328717079,-2.310588596006041,-2.134000171218296,0
2022-05-01,0.09313725490196079,2022-05-31,4293107.0,0.047728370152432725,-2.310588596006041,-2.4067070122233054,-2.109566328717079,-2.310588596006041,-2.134000171218296,-1.9493417796877563,0
2022-06-01,0.03099510603588907,2022-06-28,4442176.0,0.011579009926666571,-2.134000171218296,-2.109566328717079,-2.310588596006041,-2.134000171218296,-1.9493417796877563,-1.5538634978287698,0
2022-07-01,0.009819967266775777,2022-07-26,4459007.0,-0.016470034696065738,-1.9493417796877563,-2.310588596006041,-2.134000171218296,-1.9493417796877563,-1.5538634978287698,-1.1671993116987334,0
2022-08-01,0.014729950900163666,2022-08-30,4808373.0,-0.022577283417904558,-1.5538634978287698,-2.134000171218296,-1.9493417796877563,-1.5538634978287698,-1.1671993116987334,-1.0577251094878022,0
2022-09-01,0.04918032786885246,2022-09-27,4847147.0,-0.0070189742543397176,-1.1671993116987334,-1.9493417796877563,-1.5538634978287698,-1.1671993116987334,-1.0577251094878022,-0.16841125905608825,0
2022-10-01,0.06743421052631579,2022-10-25,4857680.0,-0.013812560728578251,-1.0577251094878022,-1.5538634978287698,-1.1671993116987334,-1.0577251094878022,-0.16841125905608825,0.19069003148737082,0
2022-11-01,0.06105610561056106,2022-11-29,4784815.0,0.060481544218533,-0.16841125905608825,-1.1671993116987334,-1.0577251094878022,-0.16841125905608825,0.19069003148737082,0.5236128905597369,0
2022-12-01,0.0049504950495049506,2022-12-27,3917563.0,0.08126148832833065,0.19069003148737082,-1.0577251094878022,-0.16841125905608825,0.19069003148737082,0.5236128905597369,0.5925787861470393,0
2023-01-01,0.008278145695364239,2023-01-31,4188312.0,0.08270706671327255,0.5236128905597369,-0.16841125905608825,0.19069003148737082,0.5236128905597369,0.5925787861470393,-0.5097733234215623,0
2023-02-01,0.023178807947019868,2023-02-28,4408154.0,0.07306142208280382,0.5925787861470393,0.19069003148737082,0.5236128905597369,0.5925787861470393,-0.5097733234215623,0.8683466680895555,0
2023-03-01,0.049586776859504134,2023-03-28,4364673.0,0.011373131503780467,-0.5097733234215623,0.5236128905597369,0.5925787861470393,-0.5097733234215623,0.8683466680895555,0.8085953002571756,0
2023-04-01,0.011589403973509934,2023-04-25,4669253.0,0.06374381512417511,0.8683466680895555,0.5925787861470393,-0.5097733234215623,0.8683466680895555,0.8085953002571756,2.3876939728731448,0
2023-05-01,0.024834437086092714,2023-05-30,7939887.0,0.06105678833968292,0.8085953002571756,-0.5097733234215623,0.8683466680895555,0.8085953002571756,2.3876939728731448,1.8109288776550105,0
2023-06-01,0.01658374792703151,2023-06-27,7007103.0,0.14508349598971215,2.3876939728731448,0.8683466680895555,0.8085953002571756,2.3876939728731448,1.8109288776550105,1.301227345025185,0
2023-07-01,0.011608623548922056,2023-07-25,7238163.0,0.1454344147817616,1.8109288776550105,0.8085953002571756,2.3876939728731448,1.8109288776550105,1.301227345025185,1.0098910133819776,0
2023-08-01,0.018211920529801324,2023-08-29,7332000.0,0.13671099290780142,1.301227345025185,2.3876939728731448,1.8109288776550105,1.301227345025185,1.0098910133819776,0.3276186425617102,0
2023-09-01,0.013266998341625208,2023-09-26,7227464.0,0.13298025420811505,1.0098910133819776,1.8109288776550105,1.301227345025185,1.0098910133819776,0.3276186425617102,0.976623245463237,0
2023-10-01,0.023140495867768594,2023-10-31,7356275.0,0.10577799225831008,0.3276186425617102,1.301227345025185,1.0098910133819776,0.3276186425617102,0.976623245463237,1.1986668670643827,0
2023-11-01,0.026490066225165563,2023-11-28,7801014.0,0.14075349691719563,0.976623245463237,1.0098910133819776,0.3276186425617102,0.976623245463237,1.1986668670643827,1.0641256577335025,0
2023-12-01,0.019867549668874173,2023-12-26,6989323.0,0.15843651810053705,1.1986668670643827,0.3276186425617102,0.976623245463237,1.1986668670643827,1.0641256577335025,0.574315925761048,0
2024-01-01,0.01652892561983471,2024-01-30,7537946.0,0.16709366185430355,1.0641256577335025,0.976623245463237,1.1986668670643827,1.0641256577335025,0.574315925761048,0.8221392477709564,0
2024-02-01,0.024793388429752067,2024-02-27,8077190.0,0.1490224942090009,0.574315925761048,1.1986668670643827,1.0641256577335025,0.574315925761048,0.8221392477709564,1.6600423443436827,0
2024-03-01,0.011532125205930808,2024-03-26,7149002.0,0.16528726667022894,0.8221392477709564,1.0641256577335025,0.574315925761048,0.8221392477709564,1.6600423443436827,1.4311447322711754,0
2024-04-01,0.01487603305785124,2024-04-30,7057792.0,0.2059158161646022,1.6600423443436827,0.574315925761048,0.8221392477709564,1.6600423443436827,1.4311447322711754,2.016721350990544,0
2024-05-01,0.03140495867768595,2024-05-28,7428614.0,0.19932426156480873,1.4311447322711754,0.8221392477709564,1.6600423443436827,1.4311447322711754,2.016721350990544,1.2236854854991848,0
2024-06-01,0.006622516556291391,2024-06-25,6673521.0,0.2184830166863939,2.016721350990544,1.6600423443436827,1.4311447322711754,2.016721350990544,1.2236854854991848,0.5982403597209848,0
2024-07-01,0.026446280991735537,2024-07-30,7309403.0,0.20357107139940156,1.2236854854991848,1.4311447322711754,2.016721350990544,1.2236854854991848,0.5982403597209848,2.210545559192964,0
2024-08-01,0.029801324503311258,2024-08-27,7434443.0,0.1872333946201484,0.5982403597209848,2.016721350990544,1.2236854854991848,0.5982403597209848,2.210545559192964,1.7558906156897809,0
2024-09-01,0.013266998341625208,2024-09-24,6918947.0,0.2463665352545698,2.210545559192964,1.2236854854991848,0.5982403597209848,2.210545559192964,1.7558906156897809,1.4917816893591282,0
2024-10-01,0.01990049751243781,2024-10-29,7364670.0,0.24221139575839787,1.7558906156897809,0.5982403597209848,2.210545559192964,1.7558906156897809,1.4917816893591282,0.5626472988399517,0
2024-11-01,0.04809286898839138,2024-11-26,7838577.0,0.2426515680078157,1.4917816893591282,2.210545559192964,1.7558906156897809,1.4917816893591282,0.5626472988399517,,0
2024-12-01,0.014950166112956811,2024-12-31,6648802.0,0.21786120266478082,0.5626472988399517,1.7558906156897809,1.4917816893591282,0.5626472988399517,,,0
